"seed","N","strategy","Pr","Re","MCC","CoefL2","JacRMSE"
4,12,"random",0.666666666666667,0.25,0.292118697336089,4.99405326276473,2.03594272141452
4,12,"maximin",1,0.3125,0.495073771488337,2.68876075848073,1.38245598472627
4,12,"dopt",1,0.125,0.304290309725092,2.37479285663858,0.738451147975516
4,16,"random",0.857142857142857,0.375,0.478091443733757,2.99881787135078,1.12322461854207
4,16,"maximin",0.846153846153846,0.6875,0.682125479619647,2.53894074595753,1.06760275262526
4,16,"dopt",0.769230769230769,0.625,0.588500413789499,2.84819415005335,1.0308608463172
4,20,"random",0.727272727272727,0.5,0.483254957072717,3.46799410004836,1.57271186036945
4,20,"maximin",0.722222222222222,0.8125,0.665019895934177,3.5474777101259,1.20616099414165
4,20,"dopt",0.909090909090909,0.625,0.682242292337953,3.1935775694609,1.37327655175173
4,30,"random",0.8125,0.8125,0.7375,3.38211038436913,1.80690555083182
4,30,"maximin",0.941176470588235,1,0.957938964038696,2.71089573459326,1.11625318126881
4,30,"dopt",0.842105263157895,1,0.882579950158088,2.61110834978628,0.670165381065624
4,40,"random",0.769230769230769,0.625,0.588500413789499,3.05854631516261,0.797961225511437
4,40,"maximin",0.888888888888889,1,0.918936583472681,2.8040472754863,0.786034913799341
4,40,"dopt",0.842105263157895,1,0.882579950158088,2.49379918355628,0.725831418225437
4,60,"random",0.941176470588235,1,0.957938964038696,2.38170913154693,0.687305035150287
4,60,"maximin",0.9375,0.9375,0.9125,2.43519017407916,0.716581884577469
4,60,"dopt",0.842105263157895,1,0.882579950158088,2.3663196050477,0.316809732854692
5,12,"random",0.166666666666667,0.0625,-0.0912870929175277,4.17146741221224,1.62116880985962
5,12,"maximin",0.857142857142857,0.375,0.478091443733757,3.45116247847817,1.26661826279125
5,12,"dopt",0.8,0.5,0.53079104215763,3.69825467545279,0.908597946550121
5,16,"random",0.5,0.25,0.193649167310371,5.08863345979537,1.48081238924747
5,16,"maximin",1,0.3125,0.495073771488337,3.66100775072555,1.08339824614222
5,16,"dopt",1,0.125,0.304290309725092,2.81747371910599,0.278738031127469
5,20,"random",0.75,0.375,0.419573195839137,2.76672437096307,0.254765214799364
5,20,"maximin",1,0.5625,0.691898406021664,2.65171501684296,0.485955607469364
5,20,"dopt",1,0.625,0.737209780774486,2.80141166650982,0.729874040927174
5,30,"random",0.75,0.75,0.65,2.69066202562838,0.559069448742234
5,30,"maximin",0.941176470588235,1,0.957938964038696,3.10231113411351,0.74425901337752
5,30,"dopt",0.842105263157895,1,0.882579950158088,2.97143216778685,0.979748285331487
5,40,"random",0.875,0.875,0.825,2.96338261284699,0.809620913634165
5,40,"maximin",0.8,1,0.848528137423857,2.71051343582631,0.639833941857098
5,40,"dopt",0.928571428571429,0.8125,0.821583836257749,2.7446833241854,0.638101997958846
5,60,"random",0.833333333333333,0.9375,0.834297687626513,2.71018518860852,0.656167580769697
5,60,"maximin",0.8,1,0.848528137423857,2.58244544200312,0.423521882127254
