"seed","N","strategy","Pr","Re","MCC","CoefL2","JacRMSE"
19,20,"maximin",0.846153846153846,0.6875,0.682125479619647,3.61979004259938,0.973079196398729
19,20,"dopt",0.846153846153846,0.6875,0.682125479619647,3.07557911993647,0.947124772899663
19,30,"random",0.75,0.375,0.419573195839137,2.71468747779758,0.56694345955428
19,30,"maximin",0.88235294117647,0.9375,0.871970082650608,3.58658568197041,0.980267906579046
19,30,"dopt",0.823529411764706,0.875,0.78600120126252,3.00141995646908,0.703453779558025
19,40,"random",0.833333333333333,0.625,0.633054164947657,2.76388441333306,0.780635955581
19,40,"maximin",0.88235294117647,0.9375,0.871970082650608,3.01702868228648,0.565653972884807
19,40,"dopt",0.875,0.875,0.825,2.69215382210537,0.563116305924842
19,60,"random",1,1,1,2.77420828494106,0.741097624547303
19,60,"maximin",0.941176470588235,1,0.957938964038696,2.98994996049068,0.64493711318996
19,60,"dopt",0.833333333333333,0.9375,0.834297687626513,2.65441984855916,0.469490217998086
20,12,"random",0,0,-0.0852802865422442,5.94972625432358,0.363270522628883
20,12,"maximin",0.857142857142857,0.375,0.478091443733757,4.1729478796295,2.33572899280332
20,12,"dopt",1,0.4375,0.597614304667197,4.19422889114268,2.59468026442496
20,16,"random",1,0.375,0.547722557505166,3.27663358606665,0.801351524197449
20,16,"maximin",1,0.625,0.737209780774486,4.16030456407139,1.19602213345557
20,16,"dopt",1,0.5625,0.691898406021664,3.05065707093965,0.336082395047229
20,20,"random",1,0.4375,0.597614304667197,3.63753909431848,1.48005863170716
20,20,"maximin",0.9375,0.9375,0.9125,3.60399919299051,1.20710569908468
20,20,"dopt",0.75,0.75,0.65,2.76816775355567,0.647516483869919
20,30,"random",0.916666666666667,0.6875,0.729388494396214,3.05401929685537,0.56726376894174
20,30,"maximin",1,0.9375,0.956365069595007,2.5736651745453,0.49654724337918
20,30,"dopt",0.9375,0.9375,0.9125,2.53875379586022,0.39762717594812
20,40,"random",0.785714285714286,0.6875,0.639009650422694,2.54708671861942,0.507231345806347
20,40,"maximin",0.842105263157895,1,0.882579950158088,2.86394984508588,0.80692641767321
20,40,"dopt",0.727272727272727,1,0.786245393106896,2.75568042034037,0.524881800536736
20,60,"random",0.789473684210526,0.9375,0.799092657575566,2.79280399082651,0.713312517197554
20,60,"maximin",0.842105263157895,1,0.882579950158088,2.67363721012201,0.493945140742688
20,60,"dopt",0.714285714285714,0.9375,0.734846922834953,2.68647630642945,0.613469420257632
