"seed","N","n_eff","strategy","Pr","Re","MCC","CoefL2","JacRMSE"
18,12,11,"dopt",1,0.0625,0.21320071635561,3.44253246073338,0.273623463861329
18,16,15,"dopt",1,0.25,0.438529009653515,3.85522960168471,0.259672994907141
18,20,19,"dopt",1,0.1875,0.376177396931639,3.7182788043651,0.243372665964888
18,30,29,"dopt",1,0.5,0.645497224367903,3.73692492288188,0.151697517801643
18,40,38,"dopt",0.818181818181818,0.5625,0.582748624705335,3.8692633706104,0.14023831876962
18,60,56,"dopt",0.916666666666667,0.6875,0.729388494396214,3.76399416402791,0.101681330870257
19,12,12,"random",0.8,0.25,0.356453115471603,8.09300933770857,0.313185758764324
19,16,16,"random",0.571428571428571,0.25,0.239045721866879,7.47707753916896,0.33134710232218
19,20,20,"random",0.5,0.125,0.131558702896054,6.19361101408387,0.381308163934608
19,30,30,"random",0.666666666666667,0.25,0.292118697336089,6.14193000027639,0.289328116398589
19,40,40,"random",0.8,0.25,0.356453115471603,5.04841747448934,0.269397638934569
19,60,60,"random",0.833333333333333,0.625,0.633054164947657,4.78609396755252,0.198034353970917
19,12,12,"maximin",0.714285714285714,0.3125,0.358568582800318,5.07094866055342,0.310978074659226
19,16,16,"maximin",1,0.125,0.304290309725092,3.94911437470283,0.269370663752066
19,20,20,"maximin",0.8,0.25,0.356453115471603,3.58604622523141,0.265254713802565
19,30,29,"maximin",0.875,0.4375,0.53253521010352,4.12112449169548,0.225780883558104
19,40,39,"maximin",1,0.625,0.737209780774486,3.75135851484073,0.165087385086142
19,60,59,"maximin",0.928571428571429,0.8125,0.821583836257749,3.66903857444213,0.128399960951742
19,12,12,"dopt",1,0.0625,0.21320071635561,5.20054863334248,0.32338019972096
19,16,16,"dopt",1,0.0625,0.21320071635561,4.94588901510217,0.258283200977789
19,20,19,"dopt",1,0.0625,0.21320071635561,4.18209036544104,0.255051249376571
19,30,29,"dopt",1,0.375,0.547722557505166,4.34046347762052,0.247040977880551
19,40,37,"dopt",1,0.4375,0.597614304667197,3.89808959162921,0.213072479051706
19,60,56,"dopt",0.923076923076923,0.75,0.775750545449794,3.30660078527942,0.122496916292924
20,12,12,"random",0.666666666666667,0.125,0.200627945030208,9.5480614276035,0.348428834018801
20,16,16,"random",0.4,0.125,0.0792118034381339,6.13809593481558,0.359486781440522
20,20,20,"random",0.75,0.1875,0.285043856274785,4.59384702544105,0.334159358284879
20,30,30,"random",0.636363636363636,0.4375,0.383761289440099,5.97790760823776,0.295768503108642
20,40,40,"random",0.636363636363636,0.4375,0.383761289440099,4.84821557406713,0.287231069461004
20,60,60,"random",0.714285714285714,0.625,0.547722557505166,4.47393426672405,0.235244317670727
20,12,12,"maximin",0.444444444444444,0.5,0.241825416703337,8.92010127871909,0.450044170914857
20,16,16,"maximin",0.75,0.1875,0.285043856274785,4.31734710535905,0.291461067796715
20,20,20,"maximin",0.8,0.25,0.356453115471603,5.02547360940695,0.27218061288629
20,30,30,"maximin",0.8,0.5,0.53079104215763,4.77590226884814,0.23674746106263
20,40,40,"maximin",0.875,0.4375,0.53253521010352,4.05172797100673,0.224237026406668
20,60,60,"maximin",1,0.625,0.737209780774486,4.08036913238588,0.178137054293209
20,12,12,"dopt",0.5,0.25,0.193649167310371,6.63757290131281,0.319929513965198
20,16,16,"dopt",0.555555555555556,0.3125,0.261383842274851,5.67843422264835,0.265522471746128
20,20,20,"dopt",0.8,0.25,0.356453115471603,4.98058792332616,0.258253040526699
20,30,30,"dopt",1,0.375,0.547722557505166,3.98208231894117,0.21573938887394
20,40,40,"dopt",0.888888888888889,0.5,0.58426976508496,3.68461010508457,0.202701226772607
20,60,60,"dopt",0.857142857142857,0.75,0.730296743340222,4.23784894113256,0.173997179607113
