"seed","N","n_eff","strategy","Pr","Re","MCC","CoefL2","JacRMSE"
13,12,12,"maximin",1,0.125,0.304290309725092,8.68900619657459,0.313805071646596
13,16,16,"maximin",0.5,0.1875,0.16431676725155,7.58514920973536,0.422948296124805
13,20,20,"maximin",0.5,0.125,0.131558702896054,6.36861232989916,0.314033084489106
13,30,30,"maximin",1,0.375,0.547722557505166,4.75223335890396,0.236112053315774
13,40,40,"maximin",0.8,0.5,0.53079104215763,4.20333775963962,0.235855242532229
13,60,60,"maximin",0.846153846153846,0.6875,0.682125479619647,4.56017933534387,0.164468224735291
13,12,12,"dopt",1,0.0625,0.21320071635561,4.94332784252508,0.334054638777346
13,16,16,"dopt",1,0.25,0.438529009653515,4.74737852368786,0.294200393735077
13,20,20,"dopt",0.875,0.4375,0.53253521010352,4.97005372399517,0.269255922018475
13,30,30,"dopt",0.875,0.4375,0.53253521010352,3.9995755015803,0.209539597017093
13,40,40,"dopt",0.727272727272727,0.5,0.483254957072717,3.8630365016096,0.219074501832362
13,60,60,"dopt",0.928571428571429,0.8125,0.821583836257749,3.70465544243113,0.148122912268499
14,12,12,"random",0.25,0.0625,-0.0219264504826757,11.3259622571826,0.446365358572952
14,16,16,"random",0.666666666666667,0.125,0.200627945030208,5.63553043492085,0.317006711270953
14,20,20,"random",0.5,0.0625,0.0912870929175277,5.13189293222116,0.333082121255059
14,30,30,"random",0.666666666666667,0.125,0.200627945030208,5.49940938383324,0.305916796542883
14,40,40,"random",0.75,0.1875,0.285043856274785,4.26488611105287,0.279526904789769
14,60,60,"random",0.857142857142857,0.375,0.478091443733757,3.69228856830025,0.229441022914026
14,12,12,"maximin",0.75,0.1875,0.285043856274785,5.85768034575512,0.438075347280928
14,16,16,"maximin",1,0.1875,0.376177396931639,4.86512023079521,0.387518640386326
14,20,20,"maximin",0.666666666666667,0.375,0.369012483211554,5.2640070669609,0.248130025543526
14,30,30,"maximin",0.666666666666667,0.375,0.369012483211554,4.49681893703578,0.198355840796726
14,40,40,"maximin",0.888888888888889,0.5,0.58426976508496,4.06138380940054,0.171436594078347
