"seed","N","n_eff","strategy","Pr","Re","MCC","CoefL2","JacRMSE"
18,12,8,"maximin",0.5,0.125,0.131558702896054,11.0361060687284,0.41347127555093
18,16,12,"maximin",0.6,0.1875,0.217832459454868,8.62721357573053,0.44339682415223
18,20,16,"maximin",1,0.25,0.438529009653515,3.84663947610619,0.272595343238725
18,30,25,"maximin",0.888888888888889,0.5,0.58426976508496,4.0906613436436,0.211984677917783
18,40,34,"maximin",1,0.5,0.645497224367903,3.37364930160436,0.1675837587111
18,60,52,"maximin",0.923076923076923,0.75,0.775750545449794,3.51950912427986,0.128005968086066
18,12,9,"dopt",0.2,0.0625,-0.0594088525786005,5.24207871041355,0.409420370292596
18,16,13,"dopt",0.666666666666667,0.25,0.292118697336089,6.21294578815379,0.293514211315067
18,20,15,"dopt",0.333333333333333,0.0625,0.025078493128776,6.0380997560437,0.383635940520825
18,30,24,"dopt",0.714285714285714,0.3125,0.358568582800318,4.47863403486124,0.278597440436939
18,40,33,"dopt",0.818181818181818,0.5625,0.582748624705335,3.79424637715021,0.182392503832954
18,60,48,"dopt",0.909090909090909,0.625,0.682242292337953,3.37508894788127,0.1558477694752
19,12,12,"random",0.333333333333333,0.0625,0.025078493128776,5.52730674342858,0.370277662687296
19,16,16,"random",0.666666666666667,0.125,0.200627945030208,5.69053874247452,0.297010280093948
19,20,20,"random",0.714285714285714,0.3125,0.358568582800318,5.61988948619533,0.374649161236633
19,30,30,"random",0.9,0.5625,0.634000411466058,6.92045825498929,0.299290323671402
19,40,40,"random",0.875,0.4375,0.53253521010352,5.42175625569255,0.304263404240354
19,60,60,"random",0.8125,0.8125,0.7375,4.58538882931163,0.199086669445099
19,12,11,"maximin",0.25,0.0625,-0.0219264504826757,3.86927552557905,0.348533810822863
19,16,15,"maximin",1,0.375,0.547722557505166,4.50295731283419,0.269682017336707
19,20,18,"maximin",0.888888888888889,0.5,0.58426976508496,4.63683216232269,0.27223310663512
19,30,26,"maximin",0.9,0.5625,0.634000411466058,4.65066269201507,0.214396160126277
19,40,35,"maximin",1,0.6875,0.781735959970572,4.18657310821515,0.160006213014346
19,60,52,"maximin",1,0.8125,0.869375611279942,3.81683587353389,0.130882801377309
19,12,12,"dopt",1,0.125,0.304290309725092,5.22432701086013,0.325448206715244
19,16,15,"dopt",1,0.0625,0.21320071635561,4.59583530643747,0.321452417754559
19,20,18,"dopt",0.5,0.0625,0.0912870929175277,5.74507604257001,0.328376397965046
19,30,25,"dopt",0.777777777777778,0.4375,0.476641124148257,5.41769691892498,0.259370290116024
19,40,34,"dopt",0.818181818181818,0.5625,0.582748624705335,4.93056082261393,0.221578873559551
19,60,50,"dopt",0.727272727272727,0.5,0.483254957072717,3.90325199357105,0.19958634514811
20,12,12,"random",1,0.1875,0.376177396931639,7.30553791735966,0.357107325852743
20,16,16,"random",0.666666666666667,0.25,0.292118697336089,4.90086829907205,0.3938272553858
20,20,20,"random",0.777777777777778,0.4375,0.476641124148257,4.7623757714535,0.317268528337875
20,30,30,"random",0.727272727272727,0.5,0.483254957072717,5.23491961121492,0.268855389183162
20,40,40,"random",0.727272727272727,0.5,0.483254957072717,5.11212190082109,0.262290352490914
20,60,59,"random",0.6875,0.6875,0.5625,4.37669572120839,0.216303890823367
20,12,12,"maximin",0.5,0.25,0.193649167310371,6.28023156967286,0.441357848614968
20,16,16,"maximin",0.833333333333333,0.3125,0.419920627420627,4.85218160345171,0.362591290063156
20,20,20,"maximin",0.75,0.375,0.419573195839137,5.26981600875343,0.312757514328081
20,30,30,"maximin",0.7,0.4375,0.427581672849202,4.51656433928719,0.24074641839537
20,40,40,"maximin",0.8,0.5,0.53079104215763,4.61800700174124,0.22279785081441
20,60,59,"maximin",1,0.625,0.737209780774486,4.20260872840524,0.16759698364287
20,12,11,"dopt",0.75,0.1875,0.285043856274785,7.21482498366691,0.328955601487556
20,16,15,"dopt",0.7,0.4375,0.427581672849202,6.23047389123564,0.365882721595893
20,20,18,"dopt",0.9,0.5625,0.634000411466058,5.44234415288986,0.250888317931779
20,30,28,"dopt",0.9,0.5625,0.634000411466058,4.53541883499982,0.232786983628285
20,40,37,"dopt",0.9,0.5625,0.634000411466058,4.35113308356711,0.178990274100529
20,60,53,"dopt",0.846153846153846,0.6875,0.682125479619647,3.77219084788948,0.132986172698098
